word,frequency_in_target,frequency_in_reference,in_reference,lexical_confidence
selue,11,372,True,0.4939
snoetste,11,3,True,0.1156
sommyge,11,2,True,0.0916
span,11,3,True,0.1156
storten,11,78,True,0.3645
sueten,11,63,True,0.3469
verdroet,11,10,True,0.2000
voete,11,244,True,0.4589
volbracht,11,123,True,0.4021
volgen,11,203,True,0.4436
vuerige,11,13,True,0.2201
wee,11,293,True,0.4741
weerdige,11,4,True,0.1342
wijsselick,11,1,True,0.0578
woenden,11,70,True,0.3556
wynnen,11,12,True,0.2140
alder,10,447,True,0.5092
apenbaer,10,34,True,0.2966
behageden,10,5,True,0.1495
behagelick,10,0,False,0.0000
berte,10,7,True,0.1735
bijstant,10,12,True,0.2140
brande,10,62,True,0.3456
brugman,10,0,False,0.0000
dedet,10,45,True,0.3194
dencket,10,9,True,0.1921
di,10,2979,True,0.6673
dijnghen,10,0,False,0.0000
drijncken,10,1,True,0.0578
edel,10,641,True,0.5392
eerbaer,10,69,True,0.3544
fondement,10,2,True,0.0916
gebeden,10,74,True,0.3601
gebrecken,10,1,True,0.0578
gebrucken,10,0,False,0.0000
geleert,10,123,True,0.4021
gemeynen,10,9,True,0.1921
genocht,10,0,False,0.0000
geraden,10,15,True,0.2313
gespraken,10,0,False,0.0000
gewoenten,10,28,True,0.2809
gewracht,10,37,True,0.3034
gewynnen,10,2,True,0.0916
ghegaen,10,221,True,0.4507
gheuen,10,361,True,0.4914
ghewonte,10,0,False,0.0000
guetwillich,10,2,True,0.0916
harde,10,244,True,0.4589
hoefde,10,156,True,0.4218
hoert,10,361,True,0.4914
ierstmaels,10,0,False,0.0000
iohan,10,42,True,0.3137
konden,10,6,True,0.1623
krech,10,2,True,0.0916
kynt,10,10,True,0.2000
lanck,10,124,True,0.4027
langhe,10,827,True,0.5605
lede,10,287,True,0.4724
loef,10,10,True,0.2000
mente,10,18,True,0.2456
moegen,10,18,True,0.2456
mynlick,10,0,False,0.0000
noetdroeft,10,0,False,0.0000
oe,10,3,True,0.1156
oeffenige,10,0,False,0.0000
oerlof,10,135,True,0.4098
oetmoedelic,10,22,True,0.2615
pijnen,10,131,True,0.4073
punt,10,86,True,0.3725
rock,10,42,True,0.3137
schelden,10,11,True,0.2073
schemelen,10,0,False,0.0000
schemellen,10,0,False,0.0000
scherpe,10,6,True,0.1623
selden,10,104,True,0.3882
sickelick,10,0,False,0.0000
siens,10,2,True,0.0916
sitten,10,451,True,0.5100
sorgen,10,50,True,0.3280
ummermeer,10,1,True,0.0578
vant,10,465,True,0.5125
verlicht,10,160,True,0.4239
verstandel,10,8,True,0.1833
viel,10,527,True,0.5229
vren,10,117,True,0.3979
vriendelick,10,16,True,0.2363
vrientscap,10,132,True,0.4079
vuer,10,382,True,0.4961
wamel,10,0,False,0.0000
wenich,10,16,True,0.2363
wille,10,2789,True,0.6618
x,10,281,True,0.4706
apelick,9,0,False,0.0000
armgert,9,0,False,0.0000
baet,9,52,True,0.3312
begonnen,9,88,True,0.3744
behoeffelicheit,9,0,False,0.0000
beide,9,518,True,0.5215
berichten,9,9,True,0.1921
beschrieuen,9,0,False,0.0000
beuael,9,1,True,0.0578
bijnnen,9,42,True,0.3137
brachte,9,80,True,0.3666
christe,9,8,True,0.1833
claer,9,380,True,0.4957
cloester,9,126,True,0.4041
closter,9,13,True,0.2201
com,9,82,True,0.3686
cort,9,172,True,0.4299
corten,9,96,True,0.3816
cregen,9,9,True,0.1921
duckwile,9,1,True,0.0578
duuel,9,51,True,0.3296
ewicheit,9,222,True,0.4510
ewigen,9,54,True,0.3343
gemeijn,9,0,False,0.0000
gemeijnen,9,0,False,0.0000
geschiect,9,0,False,0.0000
geslagen,9,91,True,0.3772
gewoente,9,20,True,0.2540
gewoerden,9,0,False,0.0000
ghehalden,9,3,True,0.1156
ghi,9,5878,True,0.7240
gorchem,9,0,False,0.0000
grauen,9,23,True,0.2651
gynck,9,0,False,0.0000
haer,9,6581,True,0.7334
halt,9,5,True,0.1495
hap,9,0,False,0.0000
harden,9,35,True,0.2989
hertelicker,9,0,False,0.0000
iegelick,9,1,True,0.0578
ijdel,9,15,True,0.2313
ionste,9,20,True,0.2540
katherynna,9,0,False,0.0000
lande,9,1018,True,0.5778
lant,9,1544,True,0.6125
lasen,9,10,True,0.2000
leeste,9,2,True,0.0916
macken,9,4,True,0.1342
marie,9,19,True,0.2499
meest,9,483,True,0.5157
meeste,9,249,True,0.4606
niemant,9,379,True,0.4955
oge,9,138,True,0.4116
olde,9,12,True,0.2140
onbesmijt,9,0,False,0.0000
ongelicken,9,0,False,0.0000
onlede,9,27,True,0.2780
ontbonden,9,60,True,0.3429
penitencie,9,306,True,0.4777
personnen,9,0,False,0.0000
roepen,9,219,True,0.4499
rugge,9,60,True,0.3429
sachtmoedich,9,31,True,0.2891
salicheit,9,652,True,0.5407
segget,9,38,True,0.3056
sijmpelre,9,0,False,0.0000
sochte,9,72,True,0.3579
sommijge,9,0,False,0.0000
sonderlinge,9,254,True,0.4622
spijse,9,125,True,0.4034
sprac,9,1948,True,0.6319
synen,9,286,True,0.4721
verdienen,9,165,True,0.4264
vergiffenisse,9,14,True,0.2259
veroetmoedigen,9,6,True,0.1623
viant,9,350,True,0.4889
wassen,9,516,True,0.5212
wegen,9,139,True,0.4122
wen,9,37,True,0.3034
wesens,9,59,True,0.3415
wost,9,1,True,0.0578
wtnemer,9,2,True,0.0916
wtterlicke,9,0,False,0.0000
wtwendige,9,4,True,0.1342
xx,9,133,True,0.4085
ynniger,9,3,True,0.1156
aelt,8,0,False,0.0000
aensicht,8,337,True,0.4857
april,8,2,True,0.0916
arch,8,25,True,0.2718
bange,8,0,False,0.0000
bangicheit,8,9,True,0.1921
bannicheit,8,0,False,0.0000
beet,8,42,True,0.3137
began,8,198,True,0.4415
begeert,8,147,True,0.4168
behoeft,8,78,True,0.3645
beter,8,505,True,0.5194
beters,8,17,True,0.2411
blef,8,4,True,0.1342
boemel,8,0,False,0.0000
brack,8,47,True,0.3229
can,8,824,True,0.5602
celencie,8,0,False,0.0000
coemen,8,23,True,0.2651
cruce,8,588,True,0.5320
dancken,8,155,True,0.4212
derck,8,0,False,0.0000
deuoeter,8,0,False,0.0000
dref,8,0,False,0.0000
drincken,8,455,True,0.5107
droefheit,8,125,True,0.4034
droeuich,8,30,True,0.2864
droncken,8,146,True,0.4163
eenen,8,1751,True,0.6230
eerweerdighe,8,15,True,0.2313
ellendicheit,8,9,True,0.1921
eniges,8,1,True,0.0578
enre,8,15,True,0.2313
euert,8,0,False,0.0000
geschict,8,4,True,0.1342
gestaen,8,48,True,0.3246
gevalden,8,0,False,0.0000
gewelt,8,13,True,0.2201
ghebaeren,8,1,True,0.0578
ghehadt,8,120,True,0.4000
gijnge,8,0,False,0.0000
goede,8,1518,True,0.6111
haddet,8,54,True,0.3343
hemelsche,8,290,True,0.4732
holpen,8,10,True,0.2000
hulpe,8,447,True,0.5092
insettinghe,8,4,True,0.1342
kerkelicke,8,0,False,0.0000
lagen,8,110,True,0.3928
ledich,8,165,True,0.4264
lichte,8,387,True,0.4972
lichtelicken,8,2,True,0.0916
liggen,8,196,True,0.4407
mallic,8,1,True,0.0578
mcccc,8,1,True,0.0578
meij,8,0,False,0.0000
menden,8,0,False,0.0000
mennighen,8,9,True,0.1921
merkelicke,8,0,False,0.0000
mijnlic,8,1,True,0.0578
mijnlicke,8,0,False,0.0000
missen,8,63,True,0.3469
nersticheit,8,12,True,0.2140
nijemants,8,0,False,0.0000
noster,8,195,True,0.4403
october,8,3,True,0.1156
oeck,8,306,True,0.4777
oere,8,11,True,0.2073
officien,8,16,True,0.2363
onderstandich,8,2,True,0.0916
onderwijsen,8,4,True,0.1342
onnut,8,4,True,0.1342
onnutte,8,40,True,0.3098
ontfanghen,8,512,True,0.5205
onverduldich,8,8,True,0.1833
onvolcomenheit,8,5,True,0.1495
paters,8,0,False,0.0000
pestelencie,8,0,False,0.0000
pynden,8,2,True,0.0916
rustich,8,6,True,0.1623
salich,8,464,True,0.5123
salige,8,25,True,0.2718
saligen,8,13,True,0.2201
siecheit,8,93,True,0.3790
sloet,8,32,True,0.2917
stan,8,1,True,0.0578
sternen,8,0,False,0.0000
strenge,8,4,True,0.1342
suuerlicke,8,0,False,0.0000
synre,8,105,True,0.3890
tijttelicke,8,0,False,0.0000
trouwelic,8,27,True,0.2780
uwen,8,1729,True,0.6219
uwer,8,692,True,0.5456
vanden,8,5495,True,0.7183
vermannen,8,0,False,0.0000
vermocht,8,6,True,0.1623
verwarden,8,0,False,0.0000
verwect,8,48,True,0.3246
verwynnen,8,12,True,0.2140
vi,8,126,True,0.4041
volcomelick,8,0,False,0.0000
vragden,8,1,True,0.0578
vremt,8,18,True,0.2456
vrient,8,366,True,0.4926
weerdiger,8,1,True,0.0578
wijsheit,8,906,True,0.5681
xii,8,96,True,0.3816
xvi,8,44,True,0.3175
yde,8,0,False,0.0000
alfrat,7,0,False,0.0000
altheit,7,1,True,0.0578
apen,7,6,True,0.1623
becummert,7,2,True,0.0916
bedinge,7,44,True,0.3175
behoef,7,58,True,0.3401
beslutten,7,0,False,0.0000
bewaert,7,153,True,0.4201
bijn,7,14,True,0.2259
blijtscap,7,55,True,0.3358
boecken,7,33,True,0.2941
boerden,7,17,True,0.2411
brecken,7,3,True,0.1156
brudegom,7,84,True,0.3706
bruder,7,59,True,0.3415
consciencie,7,111,True,0.3936
corrigierden,7,0,False,0.0000
costel,7,1,True,0.0578
crech,7,3,True,0.1156
daert,7,220,True,0.4503
driencken,7,0,False,0.0000
duc,7,4,True,0.1342
eenvoldich,7,23,True,0.2651
eerde,7,310,True,0.4788
engels,7,18,True,0.2456
enter,7,31,True,0.2891
ersam,7,0,False,0.0000
ewige,7,136,True,0.4104
gaue,7,72,True,0.3579
gebedes,7,3,True,0.1156
gedragen,7,51,True,0.3296
geistelicker,7,0,False,0.0000
gelaeft,7,8,True,0.1833
gelickes,7,0,False,0.0000
gemaect,7,528,True,0.5231
genochsam,7,0,False,0.0000
genochte,7,0,False,0.0000
geordeniert,7,5,True,0.1495
gesont,7,215,True,0.4484
getuch,7,0,False,0.0000
ghedient,7,75,True,0.3612
goddienstichgen,7,0,False,0.0000
gonst,7,14,True,0.2259
gonstich,7,1,True,0.0578
hebbelicheit,7,0,False,0.0000
heelre,7,3,True,0.1156
heilighen,7,807,True,0.5584
hijnder,7,2,True,0.0916
l,7,454,True,0.5105
lam,7,133,True,0.4085
meere,7,83,True,0.3696
memorien,7,37,True,0.3034
moeget,7,2,True,0.0916
moeten,7,831,True,0.5609
moijelick,7,0,False,0.0000
nauwen,7,10,True,0.2000
nemt,7,663,True,0.5420
nese,7,184,True,0.4354
nijchten,7,0,False,0.0000
nut,7,34,True,0.2966
oetmoedighe,7,54,True,0.3343
onlijdsam,7,1,True,0.0578
onrust,7,6,True,0.1623
onses,7,52,True,0.3312
ontfijnc,7,0,False,0.0000
onthalden,7,9,True,0.1921
ontsagen,7,25,True,0.2718
ontsliep,7,6,True,0.1623
reden,7,1019,True,0.5779
sage,7,40,True,0.3098
salt,7,358,True,0.4907
sande,7,28,True,0.2809
schemelheit,7,2,True,0.0916
soeber,7,0,False,0.0000
sommygen,7,0,False,0.0000
somwilen,7,16,True,0.2363
sonnen,7,301,True,0.4763
suete,7,154,True,0.4207
taffelen,7,0,False,0.0000
taffellen,7,0,False,0.0000
tasten,7,81,True,0.3676
tegenwoerdicheit,7,10,True,0.2000
tymmeren,7,57,True,0.3387
verdient,7,265,True,0.4657
verdroch,7,0,False,0.0000
verheuen,7,26,True,0.2749
vermanden,7,0,False,0.0000
vermijdel,7,0,False,0.0000
versmaet,7,180,True,0.4336
versumenisse,7,19,True,0.2499
verwaerden,7,2,True,0.0916
verwaeren,7,3,True,0.1156
vijnden,7,72,True,0.3579
voergancster,7,0,False,0.0000
voertganck,7,2,True,0.0916
vrese,7,226,True,0.4525
vuerighe,7,14,True,0.2259
weckelic,7,0,False,0.0000
weghe,7,288,True,0.4727
welcker,7,32,True,0.2917
wildi,7,294,True,0.4744
wonen,7,300,True,0.4760
wtwendiger,7,1,True,0.0578
xviii,7,20,True,0.2540
acht,6,92,True,0.3781
achtersprack,6,0,False,0.0000
allicke,6,0,False,0.0000
apostels,6,12,True,0.2140
auerstort,6,0,False,0.0000
becaeringe,6,0,False,0.0000
becummerden,6,0,False,0.0000
bekennen,6,370,True,0.4935
beslaeten,6,0,False,0.0000
bewaerster,6,1,True,0.0578
biechten,6,204,True,0.4440
blijden,6,11,True,0.2073
blijuen,6,3,True,0.1156
blot,6,0,False,0.0000
boeck,6,156,True,0.4218
brief,6,229,True,0.4536
bruijt,6,0,False,0.0000
buten,6,970,True,0.5737
carita,6,0,False,0.0000
cierheit,6,110,True,0.3928
crachten,6,358,True,0.4907
datter,6,780,True,0.5556
dochtelicken,6,0,False,0.0000
dock,6,0,False,0.0000
doegen,6,22,True,0.2615
duncken,6,87,True,0.3735
eere,6,483,True,0.5157
eerweerdighen,6,1,True,0.0578
ellendige,6,3,True,0.1156
engel,6,412,True,0.5024
engelen,6,148,True,0.4174
ewangelie,6,52,True,0.3312
gasten,6,19,True,0.2499
gebreckelick,6,0,False,0.0000
gebructen,6,0,False,0.0000
gedacht,6,18,True,0.2456
geelt,6,0,False,0.0000
geholpen,6,21,True,0.2578
geleeft,6,19,True,0.2499
gementen,6,0,False,0.0000
gemercken,6,2,True,0.0916
gemijnt,6,5,True,0.1495
genade,6,284,True,0.4715
geneijget,6,0,False,0.0000
gesant,6,38,True,0.3056
geschictelick,6,0,False,0.0000
geschictheit,6,0,False,0.0000
geseellick,6,0,False,0.0000
geseget,6,18,True,0.2456
gespaert,6,4,True,0.1342
gevoelden,6,6,True,0.1623
geweelt,6,0,False,0.0000
ghesticht,6,47,True,0.3229
ghewonten,6,1,True,0.0578
goet,6,2588,True,0.6555
graf,6,149,True,0.4180
gruwels,6,0,False,0.0000
guetgunnich,6,1,True,0.0578
guets,6,81,True,0.3676
gunstich,6,1,True,0.0578
gyngen,6,2,True,0.0916
hast,6,0,False,0.0000
hebbende,6,76,True,0.3623
hertgerts,6,0,False,0.0000
hertoch,6,9,True,0.1921
hochtijden,6,0,False,0.0000
hoef,6,10,True,0.2000
ionghen,6,81,True,0.3676
jnt,6,68,True,0.3532
kan,6,108,True,0.3913
knecht,6,324,True,0.4824
kranck,6,6,True,0.1623
lastich,6,13,True,0.2201
leesten,6,10,True,0.2000
leetwesen,6,3,True,0.1156
lelicke,6,0,False,0.0000
lick,6,0,False,0.0000
lusterden,6,1,True,0.0578
mager,6,42,True,0.3137
med,6,4,True,0.1342
menschelicker,6,0,False,0.0000
mijnlicken,6,0,False,0.0000
misse,6,105,True,0.3890
moes,6,3,True,0.1156
monde,6,412,True,0.5024
mynre,6,93,True,0.3790
namen,6,510,True,0.5202
nedennoij,6,0,False,0.0000
neen,6,302,True,0.4766
noeden,6,21,True,0.2578
octaue,6,18,True,0.2456
oeffenighe,6,0,False,0.0000
oerfsten,6,0,False,0.0000
oest,6,28,True,0.2809
oft,6,1694,True,0.6202
omtrynt,6,0,False,0.0000
on,6,89,True,0.3753
onnosel,6,68,True,0.3532
onnutste,6,0,False,0.0000
onsuckelick,6,0,False,0.0000
ontgaen,6,150,True,0.4185
ordenancie,6,0,False,0.0000
passien,6,235,True,0.4558
priesters,6,96,True,0.3816
professie,6,10,True,0.2000
regieren,6,73,True,0.3590
ruijtkens,6,0,False,0.0000
sachten,6,41,True,0.3118
sacken,6,23,True,0.2651
sacraments,6,51,True,0.3296
scherpheit,6,2,True,0.0916
schref,6,0,False,0.0000
schuldich,6,102,True,0.3866
schult,6,28,True,0.2809
seckerlick,6,0,False,0.0000
seuen,6,93,True,0.3790
sickheit,6,0,False,0.0000
siecke,6,61,True,0.3443
sijtten,6,0,False,0.0000
slachten,6,26,True,0.2749
slaen,6,396,True,0.4991
slaperich,6,9,True,0.1921
somwijlen,6,7,True,0.1735
sonderlinghe,6,368,True,0.4930
spraken,6,436,True,0.5071
stadelick,6,1,True,0.0578
steen,6,455,True,0.5107
steruenden,6,1,True,0.0578
stonde,6,116,True,0.3972
stonden,6,365,True,0.4924
sucken,6,1,True,0.0578
sunte,6,619,True,0.5363
swech,6,1,True,0.0578
swijgende,6,0,False,0.0000
teder,6,28,True,0.2809
tegenwoerdich,6,10,True,0.2000
tijttelick,6,0,False,0.0000
toeharden,6,0,False,0.0000
toesprekelick,6,0,False,0.0000
treden,6,37,True,0.3034
troestes,6,4,True,0.1342
trouwen,6,224,True,0.4518
vaderlick,6,1,True,0.0578
valden,6,0,False,0.0000
vastelick,6,0,False,0.0000
veer,6,32,True,0.2917
verhenden,6,0,False,0.0000
verhoert,6,50,True,0.3280
vernam,6,240,True,0.4575
veroetmoedicht,6,15,True,0.2313
verschiert,6,3,True,0.1156
versciert,6,22,True,0.2615
verslagen,6,151,True,0.4191
versumden,6,0,False,0.0000
verworpen,6,49,True,0.3263
volcomenste,6,14,True,0.2259
volgeden,6,26,True,0.2749
vos,6,79,True,0.3655
vridach,6,20,True,0.2540
vroude,6,185,True,0.4359
vuerigen,6,3,True,0.1156
wacke,6,1,True,0.0578
weerdighe,6,34,True,0.2966
wijngaert,6,94,True,0.3799
xv,6,149,True,0.4180
ynnige,6,1,True,0.0578
alderen,5,2,True,0.0916
allensken,5,6,True,0.1623
altoe,5,2,True,0.0916
apostel,5,100,True,0.3850
arm,5,391,True,0.4981
aue,5,172,True,0.4299
auermijds,5,0,False,0.0000
auervloedelick,5,0,False,0.0000
back,5,1,True,0.0578
backen,5,14,True,0.2259
baden,5,202,True,0.4432
becaringe,5,0,False,0.0000
becommert,5,46,True,0.3212
becummeren,5,0,False,0.0000
bedienstich,5,0,False,0.0000
bedroeft,5,179,True,0.4332
bedruct,5,120,True,0.4000
beest,5,48,True,0.3246
begijnt,5,2,True,0.0916
behaget,5,15,True,0.2313
behoeftich,5,6,True,0.1623
bekande,5,23,True,0.2651
beleeft,5,6,True,0.1623
besocht,5,19,True,0.2499
bewaerden,5,17,True,0.2411
bewees,5,10,True,0.2000
bid,5,440,True,0.5079
blijtscappen,5,32,True,0.2917
bloedes,5,11,True,0.2073
borst,5,218,True,0.4495
bouhuijs,5,0,False,0.0000
brenghen,5,308,True,0.4782
bruchese,5,0,False,0.0000
clock,5,2,True,0.0916
corts,5,126,True,0.4041
creatuer,5,38,True,0.3056
dachte,5,62,True,0.3456
daen,5,94,True,0.3799
dancten,5,70,True,0.3556
darde,5,4,True,0.1342
de,5,10608,True,0.7732
deuocie,5,41,True,0.3118
dochtelicke,5,0,False,0.0000
drachgelick,5,0,False,0.0000
dranck,5,82,True,0.3686
dynghen,5,4,True,0.1342
ebbert,5,0,False,0.0000
eerlick,5,4,True,0.1342
eijgen,5,0,False,0.0000
eren,5,472,True,0.5138
ewangelist,5,45,True,0.3194
ewighe,5,384,True,0.4966
ge,5,34,True,0.2966
gearbeit,5,13,True,0.2201
gebetert,5,20,True,0.2540
gebonden,5,122,True,0.4014
gebraken,5,1,True,0.0578
gefondiert,5,0,False,0.0000
gehalt,5,0,False,0.0000
geheit,5,2,True,0.0916
gelicke,5,1,True,0.0578
gemynt,5,5,True,0.1495
genaeden,5,1,True,0.0578
gerberch,5,0,False,0.0000
gesaet,5,14,True,0.2259
geslapen,5,15,True,0.2313
geualden,5,0,False,0.0000
gewent,5,4,True,0.1342
ghebreken,5,120,True,0.4000
ghenamen,5,0,False,0.0000
ghenen,5,767,True,0.5542
ghestoruen,5,50,True,0.3280
ghewont,5,116,True,0.3972
gloria,5,50,True,0.3280
grietken,5,0,False,0.0000
guetduncken,5,3,True,0.1156
gynnen,5,0,False,0.0000
hapten,5,0,False,0.0000
harte,5,16,True,0.2363
hebbe,5,1616,True,0.6163
heckelen,5,0,False,0.0000
hochtijt,5,0,False,0.0000
huijsken,5,0,False,0.0000
ie,5,67,True,0.3520
ierster,5,21,True,0.2578
ionger,5,14,True,0.2259
ionghe,5,107,True,0.3906
johannes,5,135,True,0.4098
kalker,5,0,False,0.0000
kerck,5,40,True,0.3098
knechten,5,326,True,0.4830
koppen,5,1,True,0.0578
kroeden,5,0,False,0.0000
kronen,5,0,False,0.0000
langen,5,87,True,0.3735
leert,5,533,True,0.5239
leggen,5,314,True,0.4798
lerden,5,0,False,0.0000
leueden,5,3,True,0.1156
lieten,5,167,True,0.4274
loenen,5,12,True,0.2140
lonen,5,65,True,0.3495
lutgert,5,0,False,0.0000
lx,5,26,True,0.2749
maeltijt,5,112,True,0.3943
mallickander,5,0,False,0.0000
mannen,5,751,True,0.5524
meesten,5,63,True,0.3469
meijster,5,0,False,0.0000
merct,5,291,True,0.4735
mijnre,5,417,True,0.5034
mijnster,5,0,False,0.0000
mynlic,5,2,True,0.0916
nau,5,7,True,0.1735
oelt,5,5,True,0.1495
oetmoedelicke,5,1,True,0.0578
oghen,5,586,True,0.5318
ommer,5,75,True,0.3612
onduerste,5,0,False,0.0000
onpas,5,0,False,0.0000
onrecht,5,156,True,0.4218
ontsteken,5,153,True,0.4201
onwillich,5,13,True,0.2201
pars,5,1,True,0.0578
patri,5,2,True,0.0916
placht,5,5,True,0.1495
priester,5,302,True,0.4766
puntten,5,0,False,0.0000
pynnen,5,0,False,0.0000
quijt,5,114,True,0.3958
reigieren,5,0,False,0.0000
reijnicheit,5,0,False,0.0000
reyn,5,123,True,0.4021
rick,5,1,True,0.0578
ricke,5,2,True,0.0916
rust,5,85,True,0.3716
sanck,5,56,True,0.3372
scherpelic,5,1,True,0.0578
scherper,5,3,True,0.1156
seden,5,149,True,0.4180
seget,5,66,True,0.3507
seidde,5,0,False,0.0000
september,5,3,True,0.1156
siecten,5,91,True,0.3772
sijmpelheit,5,0,False,0.0000
sijngen,5,1,True,0.0578
slap,5,11,True,0.2073
slecht,5,74,True,0.3601
soldet,5,7,True,0.1735
sorghe,5,108,True,0.3913
spreck,5,4,True,0.1342
steeden,5,1,True,0.0578
sterc,5,162,True,0.4249
stercheit,5,78,True,0.3645
strennicheit,5,0,False,0.0000
stuck,5,62,True,0.3456
sucten,5,0,False,0.0000
sueken,5,72,True,0.3579
suetelick,5,3,True,0.1156
sunder,5,110,True,0.3928
sustere,5,18,True,0.2456
swaerste,5,14,True,0.2259
teiken,5,141,True,0.4134
tijttelicken,5,0,False,0.0000
toekier,5,0,False,0.0000
toesiende,5,1,True,0.0578
toeverlaet,5,44,True,0.3175
trouwelicke,5,0,False,0.0000
verantwoerden,5,14,True,0.2259
vercleijnen,5,0,False,0.0000
verdraghen,5,84,True,0.3706
vergadert,5,314,True,0.4798
vermoeden,5,38,True,0.3056
vernaem,5,5,True,0.1495
veroetmoedichden,5,1,True,0.0578
versmaden,5,259,True,0.4638
verwonderden,5,41,True,0.3118
viants,5,51,True,0.3296
vleische,5,45,True,0.3194
vlent,5,0,False,0.0000
vliettelick,5,0,False,0.0000
voelcomen,5,0,False,0.0000
voersienicheit,5,29,True,0.2837
voet,5,343,True,0.4872
voldadich,5,0,False,0.0000
vragen,5,169,True,0.4284
vresen,5,152,True,0.4196
vri,5,194,True,0.4398
vrom,5,0,False,0.0000
ware,5,976,True,0.5743
water,5,1318,True,0.5993
welker,5,139,True,0.4122
werf,5,150,True,0.4185
wet,5,771,True,0.5546
wijse,5,126,True,0.4041
wobbe,5,0,False,0.0000
woldes,5,19,True,0.2499
wollen,5,24,True,0.2685
wtvercaren,5,0,False,0.0000
wtwendigen,5,3,True,0.1156
xxv,5,32,True,0.2917
aensprack,4,2,True,0.0916
alter,4,3,True,0.1156
andacht,4,6,True,0.1623
anna,4,84,True,0.3706
antwoert,4,25,True,0.2718
anxt,4,272,True,0.4679
ap,4,2,True,0.0916
arbeides,4,5,True,0.1495
armelic,4,2,True,0.0916
armer,4,63,True,0.3469
auerviel,4,0,False,0.0000
auervloedicheit,4,0,False,0.0000
auervloedigen,4,0,False,0.0000
becke,4,4,True,0.1342
beckers,4,0,False,0.0000
bedwanck,4,11,True,0.2073
begeer,4,32,True,0.2917
begeerlicheit,4,5,True,0.1495
begerich,4,0,False,0.0000
begerlicker,4,0,False,0.0000
begert,4,50,True,0.3280
begerte,4,31,True,0.2891
beghijnt,4,0,False,0.0000
